"","Checklist.ID","Site.ID","year","month","Sampling.protocol","Party.Size","Observer","presence","presence_f","GID_1","GID_0","COUNTRY","NAME_1","VARNAME_1","NL_NAME_1","TYPE_1","ENGTYPE_1","CC_1","HASC_1","ISO_1","geometry"
"814",64222,64222,1989,6,"Traveling Survey",NA,"collectionulq",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-269833.818300376, 256953.024073333)
"815",64224,64224,1955,7,"Traveling Survey",NA,"collectionulq",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-410287.099450957, 188030.327206217)
"816",64225,64225,1958,8,"Traveling Survey",NA,"collectionulq",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-402457.005925953, 183489.096522839)
"817",64231,64231,1972,6,"Traveling Survey",NA,"collectionulq",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-221679.127329333, 524027.685448561)
"818",64559,64559,2017,7,"Incidental Observation(s)",1,"Nickgodfrey",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-502186.582244458, 206024.873575522)
"819",64561,64561,2017,7,"Incidental Observation(s)",3,"Nickgodfrey",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-466251.681949508, 266934.054438937)
"820",64563,64563,2017,7,"Incidental Observation(s)",3,"Nickgodfrey",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-478004.695869342, 276903.591893117)
"821",64565,64565,2017,7,"Incidental Observation(s)",3,"Nickgodfrey",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-478015.906211562, 260211.552646604)
"822",64569,64569,2017,6,"Incidental Observation(s)",1,"margueritegroseille",1,"Presence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-776548.095153809, 528869.477756105)
"823",64611,64611,1977,6,"Traveling Survey",NA,"collectionulq",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-264037.175243816, 319852.787011491)
"824",64616,64616,1985,7,"Traveling Survey",NA,"collectionulq",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-218142.320784688, 323375.352437829)
"825",64619,64619,1973,7,"Traveling Survey",NA,"collectionulq",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(296730.796529815, 654510.387843915)
"826",64622,64622,1977,7,"Traveling Survey",NA,"collectionulq",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-150146.804365785, 439410.490369263)
"827",64623,64623,1995,6,"Traveling Survey",NA,"collectionulq",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-225716.989463994, 331581.479918192)
"828",64625,64625,1979,6,"Traveling Survey",NA,"collectionulq",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-212373.559697301, 313850.202286213)
"829",64628,64628,1960,6,"Traveling Survey",NA,"collectionulq",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-226361.023428389, 308902.518342665)
"830",64662,64662,1996,6,"Traveling Survey",NA,"collectionulq",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-218595.321241946, 328025.11080447)
"831",64670,64670,1943,6,"Traveling Survey",NA,"collectionulq",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-431893.789526651, 183245.481153239)
"832",64691,64691,1978,7,"Traveling Survey",NA,"collectionulq",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-230234.461901242, 296008.297369023)
"833",65297,65297,2017,7,"Incidental Observation(s)",NA,"billie",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-435060.036895765, 181712.447564938)
"834",65408,65408,2017,7,"Incidental Observation(s)",1,"puellacursor",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-393401.501576413, 204797.755127221)
"835",65565,65565,2017,7,"Incidental Observation(s)",1,"fjaril",1,"Presence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-497538.66285426, 285502.001846602)
"836",65567,65567,2017,7,"Incidental Observation(s)",1,"Veronik",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-389814.242656228, 196538.465083943)
"837",65580,65580,2017,7,"Incidental Observation(s)",1,"nadeaujm",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-411781.835621682, 197713.459076848)
"838",65581,65581,2017,7,"Incidental Observation(s)",1,"nadeaujm",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-407735.498709322, 188057.507424717)
"839",65597,65597,2017,7,"Incidental Observation(s)",NA,"collinsd",1,"Presence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-432529.315776359, 170566.792133221)
"840",65598,65598,2017,7,"Incidental Observation(s)",NA,"collinsd",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-433573.954862001, 163339.390730536)
"841",65622,65622,2017,7,"Incidental Observation(s)",NA,"Veronik",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-395095.85034452, 178691.758072774)
"842",65624,65624,2017,7,"Incidental Observation(s)",2,"cdetel",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-583486.927294067, 233812.121723451)
"843",65756,65756,2017,7,"Incidental Observation(s)",1,"anthoineg",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-403329.463614867, 186757.884757657)
"844",65757,65757,2017,7,"Area Survey",1,"papillonmonarque",1,"Presence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-331000.71065329, 219725.331092938)
"845",66214,66214,2017,8,"Incidental Observation(s)",1,"dianel",1,"Presence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-395509.402871433, 174702.36557447)
"846",66215,66215,2017,8,"Incidental Observation(s)",NA,"dianel",1,"Presence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-366744.933045262, 152980.8886458)
"847",66341,66341,1902,6,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-436141.689549218, 228176.731037448)
"848",66362,66362,1902,8,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-395346.430092857, 221061.278077492)
"849",66418,66418,2017,8,"Incidental Observation(s)",1,"nadeaujm",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-411828.751226015, 212776.336177966)
"850",66559,66559,1905,8,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(347063.114194181, 704854.623564013)
"851",66690,66690,2017,8,"Incidental Observation(s)",1,"jsaguez",1,"Presence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-370439.308853064, 189738.774362254)
"852",66697,66697,2017,7,"Incidental Observation(s)",NA,"jsaguez",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-369950.999724319, 188865.549010828)
"853",66702,66702,2017,8,"Incidental Observation(s)",1,"jsaguez",1,"Presence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-349105.924527627, 188388.96715257)
"854",66707,66707,2017,6,"Incidental Observation(s)",1,"jsaguez",1,"Presence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-165190.084647078, 338413.200097792)
"855",66708,66708,2017,7,"Incidental Observation(s)",1,"jsaguez",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-10346.8532673218, 555695.228551985)
"856",66709,66709,2017,6,"Incidental Observation(s)",1,"jsaguez",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-287977.671728468, 149686.186510685)
"857",66710,66710,2017,7,"Incidental Observation(s)",NA,"jsaguez",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-176989.782065588, 325231.016951425)
"858",66713,66713,2017,7,"Incidental Observation(s)",1,"jsaguez",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(309765.563634132, 700226.892544405)
"859",66804,66804,2017,8,"Incidental Observation(s)",NA,"jsaguez",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-373816.082847489, 157254.835548261)
"860",66935,66935,2017,8,"Traveling Survey",NA,"billie",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-459004.471504013, 153844.894174755)
"861",67033,67033,2017,8,"Incidental Observation(s)",NA,"robertp",1,"Presence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-396379.982879643, 263568.807096467)
"862",67161,67161,2017,8,"Incidental Observation(s)",1,"oriel",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-399936.272108474, 220987.135759107)
"863",67255,67255,2017,8,"Incidental Observation(s)",NA,"Veronik",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-246946.054479917, 525490.255158385)
"864",67256,67256,2017,8,"Incidental Observation(s)",NA,"Veronik",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-250795.419549351, 525783.008586014)
"865",67968,67968,2017,8,"Traveling Survey",NA,"Veronik",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-399891.53981887, 188779.532016894)
"866",68053,68053,2017,8,"Incidental Observation(s)",2,"papillondejour",1,"Presence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-416026.963565246, 176028.525410466)
"867",68364,68364,2017,7,"Incidental Observation(s)",NA,"nadeauthe",1,"Presence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-398431.501988462, 181925.234940886)
"868",68433,68433,2017,8,"Incidental Observation(s)",3,"Veronik",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-462516.386948745, 277265.58866259)
"869",68697,68697,1910,7,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-438605.691237812, 177954.787682949)
"870",68957,68957,1912,6,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-454092.351529665, 228404.875870365)
"871",69020,69020,2017,8,"Incidental Observation(s)",1,"belledame",1,"Presence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-364285.681926062, 276695.540507075)
"872",69150,69150,1914,8,"Traveling Survey",NA,"lymanmuseum",1,"Presence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-371478.934089682, 234449.515787896)
"873",69523,69523,1917,8,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-123726.656250946, 408097.610494344)
"874",69552,69552,1917,7,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-320320.118714134, 142219.094400893)
"875",69721,69721,1918,7,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(65084.9697937778, 591721.448734154)
"876",69841,69841,1919,8,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-89910.8027042215, 461619.755748216)
"877",69982,69982,1921,7,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-272913.062365405, 148686.272391926)
"878",70031,70031,1921,7,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-462420.937935822, 233572.438060914)
"879",70048,70048,1921,7,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-296686.876213859, 152931.512567714)
"880",70340,70340,1925,7,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-423787.65546936, 232541.005198041)
"881",70858,70858,1930,6,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-497481.215057234, 232846.880114121)
"882",70892,70892,2017,6,"Incidental Observation(s)",1,"Max Larrivee",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-108393.645870784, 392371.193887359)
"883",70948,70948,1930,8,"Traveling Survey",NA,"lymanmuseum",1,"Presence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-441233.646220894, 179940.49978189)
"884",70956,70956,1930,8,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-414541.68299442, 186532.125957446)
"885",70973,70973,1931,8,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-461319.620687756, 252296.183513304)
"886",70984,70984,1931,7,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-391271.047000071, 179954.089188305)
"887",71289,71289,1932,8,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-97288.0275638005, 454034.010083668)
"888",71344,71344,1933,7,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-374963.219034598, 172939.769806068)
"889",71359,71359,1933,7,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-398465.209041712, 179758.254131644)
"890",71461,71461,1933,8,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-427190.877275914, 251063.942887769)
"891",71509,71509,1934,7,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-430307.047656588, 242598.018003062)
"892",71542,71542,1935,6,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-437153.916865854, 223378.283660956)
"893",71551,71551,1935,7,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-472895.667832341, 264645.082786774)
"894",71579,71579,1936,8,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-14405.113115774, 486315.353884675)
"895",71621,71621,1936,7,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-414457.818443235, 232698.526719933)
"896",71825,71825,1937,7,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(680982.644598568, 849212.621967623)
"897",71862,71862,2017,7,"Incidental Observation(s)",2,"camille",1,"Presence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-337004.689193985, 154061.434947731)
"898",71865,71865,2017,8,"Incidental Observation(s)",2,"camille",1,"Presence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-360747.319610946, 129967.922922194)
"899",71974,71974,1939,7,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-439934.954595495, 275764.34272839)
"900",72051,72051,1940,7,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(179754.834423317, 542260.942217822)
"901",72185,72185,1945,6,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-326579.249365339, 291616.205383386)
"902",72192,72192,1945,8,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-204412.590128203, 403009.645274098)
"903",72195,72195,1945,8,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-224636.095014206, 459650.45753445)
"904",72200,72200,1946,8,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(235319.463678522, 450969.296232132)
"905",72246,72246,1947,8,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-249909.293637687, 468343.779994278)
"906",72249,72249,1947,8,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-186274.790087727, 435877.198234329)
"907",72263,72263,1948,7,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-74566.4458383208, 435946.507259413)
"908",72300,72300,1948,6,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-396834.221330057, 169613.780893354)
"909",72326,72326,1949,6,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-423862.635385804, 178949.07939326)
"910",72332,72332,1949,7,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-159298.810924431, 410085.205539778)
"911",72333,72333,1949,7,"Traveling Survey",NA,"lymanmuseum",1,"Presence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-426061.872572424, 175671.361322704)
"912",72334,72334,1949,8,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-455022.001327866, 202646.176184082)
"913",72347,72347,1951,7,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-286620.310751965, 148474.787045156)
"914",72537,72537,1952,7,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-412884.116928215, 176467.634991089)
"915",72630,72630,1953,6,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-459828.082117575, 205763.097548111)
"916",72637,72637,1953,7,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-445463.754074547, 229958.719642147)
"917",72696,72696,1956,7,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-444225.983947832, 220029.140006165)
"918",72724,72724,1956,8,"Traveling Survey",NA,"lymanmuseum",1,"Presence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-469545.703552362, 223617.578731333)
"919",72752,72752,1957,7,"Traveling Survey",NA,"lymanmuseum",1,"Presence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-425904.678561867, 173085.13356258)
"920",72756,72756,1957,7,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-29583.5558693498, 406782.593437003)
"921",72835,72835,1960,8,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-140442.491918724, 379686.132326228)
"922",72838,72838,1960,7,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(121320.932205279, 451609.619451251)
"923",72853,72853,1961,7,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-563371.051663445, 328668.701950309)
"924",72889,72889,1962,6,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-406706.195167155, 188034.899674381)
"925",73221,73221,1966,7,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-429836.75757024, 168766.904533996)
"926",73282,73282,1967,7,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-574615.885847535, 325516.036450744)
"927",73333,73333,1967,8,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-474526.725483832, 225143.910516186)
"928",73334,73334,1967,8,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-233334.697313231, 487036.982877857)
"929",73430,73430,1968,7,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(58369.5900563555, 532159.029420671)
"930",73440,73440,1968,7,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-111039.91888074, 348508.104823875)
"931",73560,73560,1968,8,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-360757.236686571, 221990.862762346)
"932",73567,73567,1968,8,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-461165.863335026, 256339.414917176)
"933",73569,73569,1968,8,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-415984.786901641, 181464.516565999)
"934",73623,73623,1969,7,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-217679.943859992, 316659.869909548)
"935",73651,73651,1970,6,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-631804.156056617, 222907.79331842)
"936",73670,73670,1970,7,"Traveling Survey",NA,"lymanmuseum",1,"Presence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-538266.482603149, 266052.997802504)
"937",73673,73673,1970,7,"Traveling Survey",NA,"lymanmuseum",1,"Presence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-537977.685464103, 266612.913015083)
"938",73677,73677,1970,7,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(195114.1316401, 583675.336159936)
"939",73696,73696,1970,7,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-289523.817555991, 524853.996052309)
"940",73793,73793,1971,8,"Traveling Survey",NA,"lymanmuseum",0,"Absence","CAN.11_1","CAN","Canada","Québec","Lower Canada",NA,"Province","Province","24","CA.QC",NA,c(-443921.605678179, 196393.097277852)
